,time (s),roll_deg,pitch_deg,yaw_deg,depth,vel_x_m_s,vel_y_m_s,northing_m,easting_m
40,40,-38.58397065063209,-17.87238415258211,11.49756132583784,7.5450799140295155,4.672901103457484,2.1177405844848383,15.269195875564819,7.944294409460335
41,41,-62.81529045010044,-8.523497464832104,-23.257507821820532,10.407635684405495,4.621963067277473,0.5905794530424349,11.90179227109966,7.755408697534637
42,42,-59.27022282401817,-12.879063003876436,-16.641365090234263,6.468068414032777,6.4682493463022395,0.5606424775181279,7.48808335948416,14.600459016168147
43,43,-44.480204981446875,-16.45199793797801,-51.77407503645487,9.122821805588345,6.518532191199373,-2.7148238527133093,6.095170232977548,-1.682275933657202
44,44,-43.02132147518179,-18.546699709390232,-20.209309400047836,8.831796306325378,6.618176229440217,-3.0007186389925296,3.7094671206928904,10.137662994771244
45,45,-46.40583300475262,-11.326344495330527,-28.72269172155557,7.279315937558309,3.87717444964926,1.3762085905870585,11.240323279107363,5.557450448105586
46,46,-32.324115448437276,-19.984611474494592,-46.94883106843727,8.76267505281843,3.795925700639128,2.88076655826979,6.3058071689851145,6.832253187313601
47,47,-47.03455761099743,-22.670542509161933,-62.70417360025268,9.019033221230266,3.3907015929977176,-0.05212494802877199,11.573597529857526,-1.903744551399999
48,48,-50.12418600456618,-20.77232273137638,-75.53956185150349,8.849139249031719,4.008909573131105,-0.9499918962241828,14.890291946203568,12.470902719272445
49,49,-41.32157347514183,-15.582249072232809,-91.73224044505918,8.965365226444213,7.805002695299038,-4.1178586238848585,12.663634919115346,16.62774349132056
50,50,-58.90637213989038,-18.91537710278069,-70.62269398016731,10.92669511672579,3.433718297770299,-4.385317314474811,13.276228835353125,3.624340852591014
51,51,-43.56424284699821,-17.590791691321634,-68.44908313680483,10.57974968213596,0.05815069109807158,-0.6981022811695381,8.1150624739368,11.330982616416225
52,52,-36.20107083142382,-26.89761845960262,-72.4016948363902,9.507338603811503,5.205961612134709,-3.7862495285980717,19.48174704242369,10.061519854503763
53,53,-46.84153834959829,-32.22920738468607,-79.55530773208818,10.74588103612378,7.658085007312846,-1.1701818914795854,15.254847426506705,15.834576307630124
54,54,-35.82815974958738,-29.68798404411739,-70.13946333737034,9.665461680155207,7.621542849689923,1.7136733249228988,10.470760026407294,23.973181968602375
55,55,-42.17437948856362,-37.40216348972822,-99.83280839477185,11.19714878537433,7.457772637128869,-4.651176859945501,10.411354569447262,11.053434395774609
56,56,-25.139413804678135,-32.8118169285363,-83.16406426926275,9.961236518017838,10.566425529708468,0.2367529571780116,14.023511246273014,18.300819081306187
57,57,-17.382334741696646,-21.942694681320912,-86.2106917954096,12.054477517289001,5.200919367499543,-5.157585512186553,5.3433747497303985,9.023621192630795
58,58,-18.6234398403679,-31.032510510001202,-105.03324245940121,9.792828979648739,7.193613462784734,-3.011194186202211,10.210045521711194,9.70996865552601
59,59,-5.522844740781336,-22.78579155185348,-107.56448159062138,12.808186534698846,6.4166593042000315,-3.37073887022805,8.112895164932528,13.500162735127624
60,60,-31.237527995020137,-37.46966707748761,-96.97634768811271,12.168289074009364,7.515419419336639,-3.478844646680361,14.916732828276867,14.824881205041027
61,61,3.3256843030650156,-30.78186559679557,-97.29894594386022,10.480730593159546,-0.23572159317709218,-2.00128590271931,16.804226717679416,9.04090974141555
62,62,5.536914920530054,-33.21680589465323,-112.02375539977076,12.245756174899705,2.910488393308801,-2.806389349588043,7.0928979930553995,17.032127349715523
63,63,6.341606885339107,-29.37730146360616,-76.71930389233911,12.440703135536841,5.503108821536282,-3.991514114786583,16.60188139129761,17.471705003645987
64,64,9.127442100328308,-32.01133075954819,-82.53777684959837,11.96175120939819,2.9701003499727348,-7.165908234995934,18.544808912418592,13.720168207732312
65,65,12.9248120331204,-25.748645056322218,-86.60642808731549,14.661948109575128,4.128425434793819,-2.35460445076934,19.429360151365014,14.593062255855433
66,66,5.681836333634456,-15.292040606447575,-104.36745533843656,13.562900485658695,3.7804673174786356,-3.40791894904938,6.112357080688808,19.38241159634505
67,67,20.248544221651816,-25.33950617209722,-104.18922622843087,13.880379029078147,3.5761063907609123,-11.493315226319552,10.506625579679678,8.204995910672329
68,68,25.943821421861166,-35.793420312609676,-66.60803133584119,14.182166449152865,5.32779129343876,-8.225518933203208,23.108070058815617,8.304397854385119
69,69,36.60132483397698,-32.67508163176769,-68.77030804210217,14.959841404057745,6.959008445725075,-3.400788700131966,13.291404192287079,7.074497888987295
70,70,46.085762513208714,-28.019667857869656,-41.72512227299934,13.585783554393993,9.089782123065147,-2.1970152725902707,27.792377140725122,17.00167830807556
71,71,22.19743427554747,-23.711640958266134,-59.310588125304854,13.94785592419842,0.2558251256393218,-2.7960535457210303,11.594626563365793,16.272080027424277
72,72,37.46997199160868,-28.63858806674534,-71.13118954342318,14.388489466504222,3.888820251962569,-5.994850286454486,17.404573159128493,11.150673186072327
73,73,46.76381733045537,-22.85470061464638,-11.866496133345457,14.982922179026101,1.445555814097605,-5.546716846365959,14.444133055533753,14.114393503517814
74,74,45.85958506287524,-25.320873944982953,-40.99522998011271,16.151700547182642,1.969807078848444,-2.433035290767022,15.967325264792072,20.12756940629702
75,75,45.240061984884775,-33.52332960182413,-23.026970268360802,11.830427737659273,2.8272252914869123,-6.378059908134597,10.74699837797336,23.931860647297405
76,76,44.37655949960434,-26.172219595405483,-16.52133050913059,14.392354161624834,0.6669471372955833,-5.599671668768399,8.927571016240691,13.87082051129256
77,77,55.653939811868646,-23.780768058755037,18.377968804847022,16.66407968841838,4.320699347036209,-4.367800157385677,12.651426620745607,21.41229167432732
78,78,71.34192692183667,-32.44627143298458,0.9488710525519748,15.291682386731308,4.228861775385246,-2.1148819269707486,14.715812036855231,16.626044043931998
79,79,44.66475891512906,-22.530598659996173,9.93752669322534,15.13251419859039,2.8652314143140787,-4.513005148896662,16.96318582907409,12.692609352434507
80,80,43.62059734286738,-25.63292166620364,18.147647700942485,16.98615963918394,2.450094828327116,-6.4947429965526196,19.712937468211926,12.887012489925585
81,81,55.73082055526522,-18.30471760027225,25.681094616739845,14.742134660309693,4.1498487081014055,-5.469557547117417,13.226923322938934,16.478083279184652
82,82,29.586387704314696,-16.167359929983373,26.950509379599303,18.578619740488644,0.7715361747477782,-8.190407008640186,16.713672613970637,17.64145033021321
83,83,36.44436499682139,-15.81075520249353,14.05554702532202,17.1045648778992,5.521901472049331,-5.09272710365774,6.591360252214926,17.29602042334736
84,84,32.83274024424378,-19.188560415218618,53.05819416710792,15.942420801996693,6.116015124069332,-4.860400025381389,22.530328303413704,6.700678092433314
85,85,15.258275114559929,-12.653851733245551,44.105902383034646,17.483130247890166,6.59570856601704,-6.7804722037622,13.834577837098337,26.912350995644452
86,86,31.136108572903872,-12.486663216048848,63.625681527567146,17.81113472358982,3.067303548822836,-7.130614406419015,18.459416093523075,22.34719116169976
87,87,34.795445731976585,-8.425823327308894,48.033391334735384,19.97935400471651,0.3267442278355466,-5.5919162839280165,21.183002302582814,12.902024441683377
88,88,40.29786052725588,-8.574004226866386,87.79520585397245,17.313035354398412,3.0693263104911974,-4.827129595757084,11.472987245963182,13.0333914611564
89,89,20.829151996995357,-9.623697113481569,60.898910547141355,18.630535844124367,1.1892797896007246,-6.470678771677257,27.93148068838052,20.295941784599428
90,90,9.06017803780994,-2.663067888122356,101.1188444427312,17.00348440685154,-0.26407085734097224,-6.551527643053196,17.37050895395364,19.54645886395724
91,91,32.295658163204244,-2.2781447817037432,49.879143530896464,19.64751545090109,4.270182605058122,-5.571423372310289,19.100157141699363,26.6915252835298
92,92,7.7721847443197305,-6.599672751839553,53.15252039910353,18.040333754486223,2.709622354010086,-4.513103757406108,25.724397209927105,17.691359318595072
93,93,2.6935347566155468,-1.2991552472105043,77.00618116936812,19.337845445546574,1.056986107604684,-2.905327823531219,14.078664250010423,19.115488222946063
94,94,-14.921001498634004,11.129131218560564,105.05859834451206,20.123069032642896,1.3213793806177818,-5.788237508296447,13.106463871464458,28.844068903294577
95,95,2.4451305384636286,16.212071131754282,117.50913855409543,19.000323009394908,-0.4839564112805044,-3.600086655046713,28.732301581085597,26.957104306802833
96,96,-13.921457151051689,-3.4856116459427047,94.24106787350645,19.46745477305267,2.0454905407905875,0.33829668640388855,11.798410334724522,19.257343993313967
97,97,-49.37274429566503,-0.9486545098673487,106.1623097421834,17.450836717320932,4.06321533487145,-5.219563676177056,14.066455356608511,18.83088762437604
98,98,-31.867138840769694,8.859808705324223,90.2965576386728,19.084866259619012,2.905640305863079,-7.884752643253009,15.757481545353293,21.905786325620554
99,99,-36.745035355355526,10.780875567031742,90.4297295027335,21.829200252373155,-3.565560270154775,-3.9434533484745655,22.141101654382418,24.281877355528152
100,100,-28.60756075721464,9.229036629815226,74.3678335171746,19.452506908255675,1.1380032940304259,-4.30014702763112,10.68973595056832,20.109099145394087
101,101,-33.14993596015209,12.200480510613211,110.37437191176123,20.969160168201316,-0.7046149738851252,-5.299491954863122,27.36885840690916,18.39438133846492
102,102,-28.319947989091347,7.47838122909976,131.39161192176473,20.15677293398592,3.711402824447742,-2.799427901113668,23.255410985967035,23.818911944543196
103,103,-52.312878441808735,14.886974824781895,119.84901121449589,19.165173652234525,1.797434088871898,-0.10949405624185937,20.60039577183352,16.35535345385895
104,104,-47.947406769908326,20.279873620357982,107.53174489715562,20.574318922454783,-0.22891557413446273,-5.207514001263679,25.240665856507768,17.821541879305308
105,105,-54.35639205776758,15.742116272445122,112.94739003067448,21.982202633954767,0.55212831160806,-4.498466649470387,15.944765809028752,21.564609494490078
106,106,-31.428901148625265,14.074316295463792,75.9126822113205,21.275900439684122,-0.17755826894212223,-1.1438305890018594,20.622327854564162,19.170191251931865
107,107,-49.90374440448833,20.50284076474009,84.1353698294905,20.399976779495244,-2.1042952922341787,0.5887254026208852,22.678020310991666,16.472238439680552
108,108,-41.06314673825326,20.620865022099178,52.313211100581796,22.304648046610975,-3.0331222862847396,-2.4090497618804125,24.49917475999309,17.587414187306727
109,109,-55.08666409369471,22.640851734812934,39.72250276558783,20.73521293036293,0.4547899350598965,-1.5746047279423079,17.63320901953578,30.47853936436281
110,110,-49.662200561272016,23.455161959264338,63.5373410157696,22.252307482699212,2.6307359830422077,2.0712588998236545,23.61053990227805,20.025659846285187
111,111,-60.48326940482794,26.465737359090227,12.129454669947485,24.455791720411096,2.3865761018265963,2.6949869498405814,23.976367891120937,26.155550152321716
112,112,-36.1418157594877,32.76066745642442,32.62135863975389,21.113333425669875,-0.7089710516674469,-2.203796637374932,19.486210344280423,8.525453784149642
113,113,-41.885267049374285,21.48578119517753,81.1780567871769,23.64660202452625,-2.1724264157225415,-1.605147483565505,28.830446403253177,26.24483624167683
114,114,-47.11201994669638,30.36439630467057,38.8588754448962,22.309856514096253,-1.3179427897860971,1.4182457618092268,17.132448388846132,19.14071540727923
115,115,-42.91902277744163,27.874475816898677,38.439255460679206,24.977043954383188,-2.526019383165522,-1.0440749890923278,29.654663362879628,24.277292320397557
116,116,-31.349121050167327,31.963499586136418,24.993922198413678,23.27008886049944,0.4743183724336699,1.7288138040513803,12.60836418202353,29.471993162081347
117,117,-40.981769187430324,15.980297692490161,-16.31546484620209,23.163437218251584,-2.1969449934468597,-0.679981072737655,18.960882971448346,17.821568004038163
118,118,-47.09774619825187,40.55890254935785,3.2743403650374807,23.065615182743556,-5.223928769310199,-2.284112177550891,18.091901363154694,24.33595960507735
119,119,-43.95124033693117,35.58752014341573,-36.1485256384733,24.427189506857765,-0.4461295409864181,0.32270880915504396,16.27736580302977,22.897183793605077
120,120,-29.993075478196396,35.745141797429106,-2.592656086438163,23.057980282978516,-1.6752379409781262,3.0047850278464754,23.366519521666604,24.960476761442383
121,121,-38.61314206915803,23.766756473374006,-19.876632544503497,24.639574326536742,-7.270423773615558,-1.3949893002991935,17.538363254157204,30.62181411968407
122,122,-0.0261041116295182,29.208092789465013,-41.81551447900029,24.50624230536525,-4.0985702903307795,2.7993325413197088,18.378290506159736,26.422665413148454
123,123,-20.184316362155897,27.683162788233645,-31.41647621421648,26.295910015038046,-2.1978956083811845,-0.3985275607593959,24.66762820945697,22.315886011076305
124,124,-8.425995866496532,33.494167212220475,-37.960248133210136,26.675546718412395,-1.0037572739516403,1.5822638436438798,22.606482370413907,26.466621598168416
125,125,20.633385020325015,36.070712018035806,-55.45608015305246,25.929993379619216,-2.1284404691986145,4.404660756289001,11.81828840155891,19.016545342131263
126,126,-8.630015667238343,40.15268663363063,-90.17508232201895,25.972093021714365,-0.9704094950406255,1.248601719000774,26.02385283031038,29.177870645064633
127,127,19.536602252672004,24.958276074154973,-45.8668591121103,25.609425469028686,-3.004744007732152,0.8363333320248049,28.009041458666086,30.125357281520003
128,128,13.109143866176904,37.52302509927819,-67.32527427957706,25.782954134144767,-4.115937411488904,0.8626121587250244,24.83215244790276,26.078511572844146
129,129,22.08662611135525,29.562138710968522,-81.30498041231222,24.86033879979366,-2.938184271910146,6.050320768218454,21.61505695975293,28.95216046764594
130,130,24.41992359108501,33.85453920948722,-84.33910926579557,26.321948387463557,-2.3599908858937413,4.8689796998872135,27.884896144663383,24.217082344473326
131,131,28.041009272986607,19.424385789353686,-69.93617896853273,26.10997636844396,-4.411977152840395,3.576897688993161,32.954824106262855,21.18247161058948
132,132,30.57714195703223,28.04213734228433,-108.71722849442419,26.933923209293727,-3.0817725571840864,3.2559870209392843,37.270361708704854,24.85066461779651
133,133,32.53749517354904,27.902007048914534,-88.89618095372403,28.307788862145525,-2.2858447761613245,3.9351630418523036,34.268565952211645,26.899554751834494
134,134,47.570573787403205,33.75939560337265,-95.88221537594406,28.774935670906792,-3.1167320879492957,1.328046288265625,27.942966065615988,29.6491005378508
135,135,33.730525496473476,24.007983040215056,-103.95535386391929,29.568403007319795,-3.174379083033635,2.1574449586155424,19.554581495555333,24.54653877641663
136,136,25.112960063715427,31.202937372230238,-63.58331222011014,28.49255398766559,-1.6563883527758372,2.05366285491758,30.335938724335048,37.742860363577336
137,137,43.73936978946183,28.79009847075566,-106.69571894317714,29.558769162500376,-2.742400855795881,2.963553009722273,33.58259051583961,26.325354375444366
138,138,47.02853139735004,27.131314219696854,-90.76137189350956,27.742240600724834,-5.01024325319665,7.081853680917591,34.9728331576609,25.324658449249036
139,139,46.89321852432984,17.998895974722757,-106.63159861913799,27.911670031752667,-7.084229312925719,5.948162005121658,35.739842332775176,31.629375590081136
140,140,64.06224024819512,17.95782588592251,-115.37897230888858,26.01357022482258,-3.809397844679287,6.260535416494825,34.71278287286235,30.167029410330024
141,141,52.16785332245046,14.131012328419455,-130.62662267158663,26.107306427225318,-6.948970545448448,4.717250096879788,33.29548751354528,30.375742952729432
142,142,52.56095406966793,26.818127748608887,-111.15737432636473,28.824216740672604,-10.086189827780622,1.4286003881697757,22.66274313366628,32.05893731060566
143,143,58.54368997029364,18.345541718129503,-110.44809976046048,30.364049802528314,-2.9426456049842584,5.017907954625742,30.461608381247448,26.98260694388289
144,144,42.6462235139257,12.981077922084689,-101.87710509979459,28.872418852031206,-4.562373598195755,2.2751913594196536,25.436751132321362,23.02161585539496
145,145,49.884596400182446,23.964218098079847,-95.17150804847707,28.228837545394395,-5.719139656078001,1.50634273065948,30.203643561384812,41.467226632425394
146,146,48.55727140081823,10.47103246626837,-64.9222210990649,28.42111431755076,-5.4981593116281555,6.2075755103256425,29.60522102343251,29.598954290225247
147,147,34.84957373253454,9.760438077967926,-77.27956623406699,29.263207209173515,-7.550087796104432,4.155553566140068,26.74301737023085,31.707305631266383
148,148,42.78480041388242,9.722248583185507,-79.13300276996533,29.27155047338989,-2.508895908271066,3.385459725914175,27.11711812209433,37.200532853552744
149,149,26.512607831679283,10.13974004093279,-31.431667729661303,28.469466898318153,-4.836519141420743,6.279176542845212,21.391009424441517,29.486658020644096
150,150,31.275567261830396,1.1668548607709752,-53.604365133011505,30.086944816069565,-4.2222975854277385,4.304165536735361,35.71302238387793,34.159490756137636
151,151,36.76958310051458,6.607901284728722,-32.991880426345546,30.668137113859892,-6.731673467711838,1.3740751086479062,33.899392434530746,26.994739582294244
152,152,9.530937986887,-0.7574053419468445,-38.570312619878806,32.09461596175041,-5.414350914701433,6.538478120181946,29.115270427485918,35.218137621351254
153,153,14.730726320048731,9.682968674434765,-56.67132010871473,28.426076470172163,-5.628376167997251,4.997219173647656,30.63931683806014,35.99899700121422
154,154,18.987743440649233,1.188003572425143,-28.617097430933242,30.024589178989732,-2.3411595167091916,1.7405427989462732,30.80413390859814,36.166427939557074
155,155,7.202894050962194,9.264083179696701,-40.936140664247006,29.50546659922787,-5.502937417623778,6.201757999673865,29.162327137474993,38.53209252282562
156,156,7.332006648193427,5.312359557309776,1.8319748445807331,31.557445923304453,-5.024285711722176,5.7613713783542195,29.974083252814893,27.278087955291358
157,157,-14.75234082352497,6.294730418389305,8.807676784599549,30.85859021353903,-4.806567870321617,8.092568525847398,41.28634677487332,37.78501803610202
158,158,-11.666606605155751,0.7703165871957705,31.953716918457776,31.659150858160356,-6.465459841008465,3.1015520282421303,33.70811389427466,29.10819781632668
159,159,-5.2981774106472965,2.7638846700966875,29.332971057068477,32.62035324323007,-1.9029191047456626,4.0126283075535865,32.291454798461785,42.09150317106286
160,160,-21.398773934937477,-1.2818227416899033,26.1122645178326,33.3844059453957,-5.349138401996541,5.282885558114831,24.257280183659386,26.8190769896664
161,161,-11.227372383175538,3.277655883712473,42.73150926681376,32.02942508950905,-4.8549583216453716,4.3231262672693,26.281768147137278,36.317792419046064
162,162,-15.35590624951504,-10.961430078550588,43.35218780906836,31.462221435911967,-1.3285476569598131,1.0893307484284596,38.41172334046934,27.182221736762738
163,163,-17.471689760936854,-12.593645888242241,71.12955285595658,33.244619519836945,-1.0825565433242308,3.177246354199606,34.37716968033464,28.887965208292037
164,164,-39.67648457582847,-5.216351896030476,99.58953743144707,30.36556685985171,-6.02501648378684,5.385686570695727,32.559460696793515,36.93139834635055
165,165,-42.14491307488368,-7.361748110671359,80.08817478017833,32.46322755912418,-5.390818181918762,1.7751759976569068,38.28200063763374,37.55312123802232
166,166,-47.45163627261565,-13.410717211899586,69.01589433481318,34.14771862182087,-3.4602264108672873,6.026417442455691,34.569900336262215,32.40898531811214
167,167,-43.806536951254735,-14.331878397676277,64.12351281741674,32.26006151807315,-4.899756936613527,6.4502377512686095,35.08285712545257,37.677953656435776
168,168,-55.27011856220163,-20.999612399972815,55.79967102170417,31.68175329014821,-8.239512784379423,5.484015887650567,31.397534955299193,27.9439336082385
169,169,-38.597740972309204,-29.483999713932892,72.53932698244299,34.01409147224396,-4.848457344383603,3.1835531067850464,40.548236885613484,33.88786931188852
170,170,-39.85127297446898,-12.152386524203584,93.93491669015437,33.18235844224791,-6.467844304761786,5.856752165388535,31.85623927697327,28.953296397266847
171,171,-33.714784473648365,-17.98580187829665,71.70938090558124,35.27482355721844,-2.7614335907347725,6.384784003396396,30.54109342718464,33.875020699962455
172,172,-52.49180087819562,-21.943310391150256,97.69391813795781,36.30913534824785,-4.809987117386288,1.2182142182960516,30.11725326201307,34.70868684421873
173,173,-78.20965378141528,-5.019055042883821,118.47604600437947,34.72525431952316,-3.180071208746429,5.298952147651847,31.298547636966948,27.727829517132633
174,174,-49.358370335939455,-26.66537471590479,78.15098519093189,35.48127950857785,-3.025402335134345,3.8591630994099635,39.35759923545131,42.31507287226566
175,175,-36.432533922661,-21.348303223614064,64.3995456934517,36.39922526498411,-4.042791768721347,2.455506726116937,27.688930190012343,30.55113101112301
176,176,-57.332776073888475,-21.966445813183565,96.00328001414337,36.31327398349676,-1.9720742123831392,4.572633733466273,37.39281675476673,39.371390058443076
177,177,-42.08535796455234,-24.52234027714093,78.07339056172515,33.54846448294446,-3.1257018464253727,5.560656536276262,32.10586343231986,39.1742331538696
178,178,-35.129673947799716,-25.926061639710397,114.87183687985983,35.00508016429983,-2.2830379946964126,3.0770445549980554,40.432806418269195,36.222821237051676
179,179,-34.431404511692335,-29.42435248403384,86.50362740277947,33.348425533600114,-4.904755820257794,5.331889140909469,33.97258878509224,36.78153044380467
180,180,-54.50641084890005,-33.70451284074432,110.94444583789397,34.28839377307881,-5.640367555452044,4.325131915732419,34.6942942748655,50.177187066719775
181,181,-30.37470885030706,-25.00159127488952,78.31638063655322,35.83311586050439,-4.3050420593007015,1.1381334138849954,36.81268873438792,36.320569911484014
182,182,-11.830341108232304,-31.660184034522374,72.89922617221552,35.302124330472196,-6.169880493595416,8.165798879066763,44.94273754225726,38.42164703821115
183,183,-27.740126886875288,-20.29716657796079,100.20962898645766,35.08584068537777,-5.289688581675367,3.7369031894773848,40.610222689584155,46.445444300426786
184,184,-21.92176865887661,-26.08170433049045,67.81070628640474,37.600963360149166,-3.5210212807145016,0.03172979184258162,35.68554604990132,35.96580784665688
185,185,-21.893431375511724,-28.283361361186092,61.109961006715636,36.28170665166913,-5.9880635236622854,7.0013107710246345,43.995669265077524,28.895561074579774
186,186,-18.742692281566807,-28.8835274638153,59.151263344075616,36.16030096930218,-3.3273338352997555,2.8700533644639052,33.696334399000236,34.68503507731161
187,187,-1.8462908858699274,-30.901352229106894,60.75861858416208,38.481911431639055,-4.793190017448114,4.446500666609247,38.581947187729945,29.996216531419375
188,188,-10.008592010941255,-31.127060093882914,26.554330118431643,36.33932698070699,-3.7907118644409854,1.0049071088076063,40.826967564548234,36.507132789262116
189,189,6.799138756700882,-33.441906197919025,35.30555845918082,36.39949569214966,0.8214727791715397,-0.6904297914160282,44.658808756080504,43.634808187911375
190,190,4.4152989924795865,-33.67850360984051,33.996981650251854,39.46099491715145,-0.6748069168709718,0.20013836135881058,33.57472587242614,41.38915359545464
191,191,10.487125228836414,-39.21220808337874,-7.382835307773398,39.182238942316154,-2.042590358858595,1.5923185985007118,32.23023085861317,37.94726669006797
192,192,13.105310891837664,-30.749803846118578,1.710900263370199,38.01065081061124,-3.3201923799396154,-0.6344249849015454,36.65957135876031,32.78093300522817
